element_type,osm_id,name,lat,lon,distance_m,cde_category,cde_label,tags_str,within_50m,within_100m,within_250m,within_500m
node,13624971244,,27.1102636,57.0827142,231.4,unknown,Unknown / unclassified,,False,False,True,True
node,13624971245,,27.1098466,57.0828182,195.5,unknown,Unknown / unclassified,,False,False,True,True
node,13624971246,,27.1097904,57.0827477,198.3,unknown,Unknown / unclassified,,False,False,True,True
node,13624971247,,27.109812,57.082726,201.4,unknown,Unknown / unclassified,,False,False,True,True
node,13624971248,,27.1098206,57.0827368,200.9,unknown,Unknown / unclassified,,False,False,True,True
node,13624971249,,27.1098406,57.0827166,203.8,unknown,Unknown / unclassified,,False,False,True,True
node,13624971250,,27.109824,57.0826957,204.7,unknown,Unknown / unclassified,,False,False,True,True
node,13624971251,,27.1098578,57.0826616,209.5,unknown,Unknown / unclassified,,False,False,True,True
node,13624971252,,27.1099221,57.0827423,206.4,unknown,Unknown / unclassified,,False,False,True,True
node,13624971253,,27.1097642,57.0829046,183.5,unknown,Unknown / unclassified,,False,False,True,True
node,13624971254,,27.109708,57.0828341,186.4,unknown,Unknown / unclassified,,False,False,True,True
node,13624971255,,27.1097296,57.0828124,189.5,unknown,Unknown / unclassified,,False,False,True,True
node,13624971256,,27.1097382,57.0828232,189.0,unknown,Unknown / unclassified,,False,False,True,True
node,13624971257,,27.1097582,57.082803,191.8,unknown,Unknown / unclassified,,False,False,True,True
node,13624971258,,27.1097416,57.0827821,192.7,unknown,Unknown / unclassified,,False,False,True,True
node,13624971259,,27.1097754,57.082748,197.5,unknown,Unknown / unclassified,,False,False,True,True
node,13624971260,,27.1098397,57.0828287,194.3,unknown,Unknown / unclassified,,False,False,True,True
node,13624971261,,27.1094612,57.0829502,164.3,unknown,Unknown / unclassified,,False,False,True,True
node,13624971262,,27.1094239,57.0829651,161.5,unknown,Unknown / unclassified,,False,False,True,True
node,13624971263,,27.109412,57.0829277,164.5,unknown,Unknown / unclassified,,False,False,True,True
node,13624971264,,27.1094493,57.0829128,167.3,unknown,Unknown / unclassified,,False,False,True,True
node,13624971265,,27.1087396,57.0830967,139.4,unknown,Unknown / unclassified,,False,False,True,True
node,13624971266,,27.1087599,57.0831609,132.8,unknown,Unknown / unclassified,,False,False,True,True
node,13624971267,,27.110376,57.0849621,169.4,unknown,Unknown / unclassified,,False,False,True,True
node,13624971268,,27.1103488,57.085082,170.2,unknown,Unknown / unclassified,,False,False,True,True
node,13624971269,,27.1104556,57.0852243,186.4,unknown,Unknown / unclassified,,False,False,True,True
node,13624971270,,27.1098582,57.0863592,212.7,unknown,Unknown / unclassified,,False,False,True,True
node,13624971271,,27.1089106,57.0869767,246.0,unknown,Unknown / unclassified,,False,False,True,True
node,13624971272,,27.1096683,57.086604,225.4,unknown,Unknown / unclassified,,False,False,True,True
node,13624971273,,27.1090238,57.0870838,256.9,unknown,Unknown / unclassified,,False,False,False,True
node,13624971274,,27.1091861,57.0872461,274.4,unknown,Unknown / unclassified,,False,False,False,True
node,13624971277,,27.1071328,57.0857965,236.2,unknown,Unknown / unclassified,,False,False,True,True
node,13624971278,,27.1071723,57.0858479,235.4,unknown,Unknown / unclassified,,False,False,True,True
node,13624971279,,27.107189,57.0859016,237.0,unknown,Unknown / unclassified,,False,False,True,True
node,13624971280,,27.1071931,57.0859576,239.9,unknown,Unknown / unclassified,,False,False,True,True
node,13624971285,,27.1046386,57.0832365,491.1,unknown,Unknown / unclassified,,False,False,False,True
node,13624971286,,27.1045677,57.0833267,496.6,unknown,Unknown / unclassified,,False,False,False,True
node,13624971287,,27.1056605,57.0842163,362.5,unknown,Unknown / unclassified,,False,False,False,True
node,13624971288,,27.1055878,57.0843089,370.0,unknown,Unknown / unclassified,,False,False,False,True
node,13624971289,,27.107188,57.0860398,245.4,unknown,Unknown / unclassified,,False,False,True,True
node,13624971290,,27.1071245,57.0859996,248.5,unknown,Unknown / unclassified,,False,False,True,True
node,13624971291,,27.1069977,57.0859016,254.5,unknown,Unknown / unclassified,,False,False,False,True
node,13624971294,,27.1052809,57.0864151,446.3,unknown,Unknown / unclassified,,False,False,False,True
node,13625852358,,27.1081028,57.0831983,156.4,unknown,Unknown / unclassified,,False,False,True,True
node,13625852359,,27.1075891,57.0826881,231.3,unknown,Unknown / unclassified,,False,False,True,True
node,13625852360,,27.1064757,57.0841967,272.4,unknown,Unknown / unclassified,,False,False,False,True
way,183918804,بلوار رسالت,27.1087913,57.0868626,235.1,infrastructure_access,Infrastructure / access,highway=primary; lanes=3; maxspeed=60; name=بلوار رسالت; name:en=Resalat Boulevard; oneway=yes; ref=91,False,False,True,True
way,183918809,بلوار رسالت,27.1085598,57.0871305,264.1,infrastructure_access,Infrastructure / access,highway=primary; lanes=3; name=بلوار رسالت; name:en=Resalat Boulevard; oneway=yes; ref=91,False,False,False,True
way,363654756,,27.1319804,57.0877974,2585.9,unknown,Unknown / unclassified,,False,False,False,False
way,594311559,بلوار المهدی,27.0997212,57.0878254,1073.9,infrastructure_access,Infrastructure / access,highway=tertiary; name=بلوار المهدی; oneway=yes,False,False,False,False
way,594312765,,27.1067856,57.0816686,366.0,infrastructure_access,Infrastructure / access,highway=residential,False,False,False,True
way,594312771,رسالت دهم,27.1067328,57.0832791,270.3,infrastructure_access,Infrastructure / access,highway=residential; name=رسالت دهم,False,False,False,True
way,594312775,,27.1059392,57.0824276,388.5,infrastructure_access,Infrastructure / access,highway=residential,False,False,False,True
way,594312776,,27.1067072,57.0800896,499.9,infrastructure_access,Infrastructure / access,highway=residential,False,False,False,True
way,594312777,رسالت یازدهم,27.1068959,57.0814203,377.7,infrastructure_access,Infrastructure / access,highway=residential; name=رسالت یازدهم,False,False,False,True
way,594312781,,27.1051305,57.0817101,502.5,infrastructure_access,Infrastructure / access,highway=residential,False,False,False,False
way,594312782,,27.1053661,57.0824175,444.5,infrastructure_access,Infrastructure / access,highway=residential,False,False,False,True
way,594314398,,27.1092727,57.0795856,487.2,infrastructure_access,Infrastructure / access,highway=residential,False,False,False,True
way,594314399,,27.1099381,57.0801296,446.6,infrastructure_access,Infrastructure / access,highway=residential,False,False,False,True
way,594314400,,27.1082035,57.0788407,564.8,infrastructure_access,Infrastructure / access,highway=residential,False,False,False,False
way,594314405,,27.1093631,57.080978,351.4,infrastructure_access,Infrastructure / access,highway=residential,False,False,False,True
way,657133558,,27.1072865,57.0803227,450.4,infrastructure_access,Infrastructure / access,highway=residential,False,False,False,True
way,657133559,,27.1071069,57.0804239,449.8,infrastructure_access,Infrastructure / access,highway=residential,False,False,False,True
way,657133560,,27.1076514,57.0805691,412.7,infrastructure_access,Infrastructure / access,highway=residential,False,False,False,True
way,657133561,,27.1071325,57.0816288,345.6,infrastructure_access,Infrastructure / access,highway=residential,False,False,False,True
way,657133571,,27.106145,57.0800842,533.8,infrastructure_access,Infrastructure / access,highway=residential,False,False,False,False
way,657133572,,27.1064146,57.0803526,494.9,infrastructure_access,Infrastructure / access,highway=residential,False,False,False,True
way,657133573,,27.10612,57.0802159,524.8,infrastructure_access,Infrastructure / access,highway=residential,False,False,False,False
way,657133574,,27.1061662,57.0809799,462.6,infrastructure_access,Infrastructure / access,highway=residential,False,False,False,True
way,709553071,,27.1093117,57.0876157,312.4,unknown,Unknown / unclassified,highway=primary_link; oneway=no; surface=asphalt,False,False,False,True
way,709553072,,27.1070123,57.0854101,229.9,unknown,Unknown / unclassified,highway=primary_link,False,False,True,True
way,942758506,,27.1072852,57.086265,252.0,unknown,Unknown / unclassified,highway=tertiary_link; oneway=yes,False,False,False,True
way,942758507,پارک شهر,27.1044954,57.0834331,502.1,unknown,Unknown / unclassified,leisure=park; name=پارک شهر; opening_hours=24/7; operator=شهرداری,False,False,False,False
way,942758508,اداره جهاد کشاورزی میناب,27.1087591,57.0878143,329.3,government_institutional,Government / institutional,building=yes; name=اداره جهاد کشاورزی میناب; office=government,False,False,False,True
way,942760673,پادگان سید الشهدا-عاصف,27.1094362,57.0832482,136.2,military_security,Military / security,landuse=military; name=پادگان سید الشهدا-عاصف; name:ar=ثكنة سيد الشهداء آصف; name:en=Sayyid al-Shuhada-Asif Barracks,False,False,True,True
way,944483950,,27.1075273,57.0861286,223.5,unknown,Unknown / unclassified,landuse=grass,False,False,True,True
way,945642810,,27.109176,57.0785468,589.1,unknown,Unknown / unclassified,admin_level=11; boundary=administrative,False,False,False,False
way,945642811,,27.1039152,57.0824379,591.6,unknown,Unknown / unclassified,admin_level=11; boundary=administrative,False,False,False,False
way,945661016,,27.1091422,57.0933007,872.3,unknown,Unknown / unclassified,leisure=garden,False,False,False,False
way,947033567,,27.1082437,57.0809189,361.3,infrastructure_access,Infrastructure / access,highway=residential,False,False,False,True
way,949208655,,27.1063065,57.0887474,511.2,infrastructure_access,Infrastructure / access,highway=residential,False,False,False,False
way,949208656,,27.1087982,57.0874252,290.7,infrastructure_access,Infrastructure / access,barrier=gate,False,False,False,True
way,949209519,رسالت هشتم,27.1109173,57.0874447,367.7,infrastructure_access,Infrastructure / access,highway=residential; name=رسالت هشتم,False,False,False,True
way,949827386,,27.1082117,57.080092,442.3,infrastructure_access,Infrastructure / access,highway=residential,False,False,False,True
way,949827387,,27.1095635,57.0799865,451.7,infrastructure_access,Infrastructure / access,highway=residential,False,False,False,True
way,949827391,,27.1096871,57.0807111,384.0,infrastructure_access,Infrastructure / access,highway=residential,False,False,False,True
way,949827392,,27.108935,57.0823096,216.0,infrastructure_access,Infrastructure / access,highway=residential,False,False,True,True
way,949827393,,27.1071422,57.0820599,310.8,infrastructure_access,Infrastructure / access,highway=residential,False,False,False,True
way,949827395,,27.1041909,57.0904055,786.2,unknown,Unknown / unclassified,,False,False,False,False
way,951865654,,27.0961945,57.0771788,1588.5,infrastructure_access,Infrastructure / access,barrier=wall; construction=residential; height=2; landuse=construction; material=concrete; wall=concrete,False,False,False,False
way,951865668,,27.1074751,57.0875241,340.0,infrastructure_access,Infrastructure / access,highway=residential,False,False,False,True
way,951865669,,27.1087672,57.0878383,331.7,infrastructure_access,Infrastructure / access,highway=service,False,False,False,True
way,951865680,,27.1087171,57.0903349,578.8,infrastructure_access,Infrastructure / access,highway=residential,False,False,False,False
way,951865687,,27.1069712,57.0886766,467.1,unknown,Unknown / unclassified,building=yes,False,False,False,True
way,951865688,,27.1074294,57.089294,503.1,unknown,Unknown / unclassified,building=yes,False,False,False,False
way,951865689,,27.1090582,57.0884479,392.0,unknown,Unknown / unclassified,building=yes,False,False,False,True
way,952814330,,27.1067289,57.0882565,444.7,infrastructure_access,Infrastructure / access,highway=residential,False,False,False,True
way,952814331,,27.1084739,57.0884047,390.4,infrastructure_access,Infrastructure / access,highway=service,False,False,False,True
way,952814332,,27.1065092,57.0892044,537.6,infrastructure_access,Infrastructure / access,highway=residential,False,False,False,False
way,952814337,,27.1073359,57.0889687,476.5,infrastructure_access,Infrastructure / access,highway=residential,False,False,False,True
way,952814338,,27.1071837,57.0875239,356.4,infrastructure_access,Infrastructure / access,highway=residential,False,False,False,True
way,952814339,رسالت نهم,27.1095726,57.0860174,168.0,infrastructure_access,Infrastructure / access,highway=residential; name=رسالت نهم,False,False,True,True
way,952814340,,27.1098875,57.0832967,160.5,infrastructure_access,Infrastructure / access,access=private; highway=residential,False,False,True,True
way,952814341,,27.1100207,57.0828865,201.1,infrastructure_access,Infrastructure / access,access=private; highway=residential,False,False,True,True
way,952814342,,27.110265,57.0828712,219.9,infrastructure_access,Infrastructure / access,access=private; highway=residential,False,False,True,True
way,952814344,,27.1100702,57.081726,302.5,infrastructure_access,Infrastructure / access,highway=residential,False,False,False,True
way,952814345,,27.1096972,57.0815924,299.9,infrastructure_access,Infrastructure / access,highway=residential,False,False,False,True
way,952814346,,27.1096008,57.0817075,286.0,infrastructure_access,Infrastructure / access,highway=residential,False,False,False,True
way,952814347,,27.110309,57.0811159,368.5,infrastructure_access,Infrastructure / access,highway=residential,False,False,False,True
way,952814348,,27.1116996,57.0802983,518.0,infrastructure_access,Infrastructure / access,highway=residential,False,False,False,False
way,952814349,,27.1112272,57.0813557,403.3,infrastructure_access,Infrastructure / access,highway=residential,False,False,False,True
way,952814350,,27.111131,57.0806915,449.9,infrastructure_access,Infrastructure / access,highway=residential,False,False,False,True
way,952814365,,27.1090794,57.0795248,491.9,infrastructure_access,Infrastructure / access,highway=residential,False,False,False,True
way,952814372,,27.1076745,57.0815058,325.9,infrastructure_access,Infrastructure / access,highway=residential,False,False,False,True
way,952814373,,27.1075242,57.0813943,343.2,infrastructure_access,Infrastructure / access,highway=residential,False,False,False,True
way,952814374,,27.1082873,57.0852558,102.7,infrastructure_access,Infrastructure / access,access=private; highway=service,False,False,True,True
way,956993923,,27.1116415,57.0884578,496.3,infrastructure_access,Infrastructure / access,highway=residential,False,False,False,True
way,956993924,,27.1120117,57.0874912,455.0,infrastructure_access,Infrastructure / access,highway=residential,False,False,False,True
way,956993925,,27.1119455,57.0863875,386.1,infrastructure_access,Infrastructure / access,highway=residential,False,False,False,True
way,960661164,رسالت دوازدهم,27.1052344,57.0829663,435.8,infrastructure_access,Infrastructure / access,highway=residential; name=رسالت دوازدهم,False,False,False,True
way,960684904,,27.1077229,57.087206,299.4,unknown,Unknown / unclassified,building=yes,False,False,False,True
way,960684905,,27.1073158,57.0877843,371.1,unknown,Unknown / unclassified,building=yes,False,False,False,True
way,960684906,,27.1079883,57.0867988,250.4,unknown,Unknown / unclassified,building=yes,False,False,False,True
way,960684907,,27.1077606,57.0865761,242.8,unknown,Unknown / unclassified,building=yes,False,False,True,True
way,961092737,بلوار المهدی,27.0999579,57.0881152,1058.2,infrastructure_access,Infrastructure / access,highway=tertiary; name=بلوار المهدی; oneway=yes,False,False,False,False
way,1119061294,,27.1165173,57.0856544,853.5,unknown,Unknown / unclassified,natural=wood,False,False,False,False
way,1119061299,,27.1116601,57.083747,314.4,unknown,Unknown / unclassified,landuse=forest,False,False,False,True
way,1126544410,کوچه هفتم,27.1111722,57.0887589,491.5,infrastructure_access,Infrastructure / access,highway=residential; name=کوچه هفتم,False,False,False,True
way,1152744871,,27.112361,57.091351,779.8,unknown,Unknown / unclassified,,False,False,False,False
way,1238616089,,27.1073545,57.0891616,493.6,infrastructure_access,Infrastructure / access,highway=residential,False,False,False,True
way,1238616090,,27.1074928,57.0880673,387.5,infrastructure_access,Infrastructure / access,highway=residential,False,False,False,True
way,1238616091,,27.1074579,57.0874006,330.2,infrastructure_access,Infrastructure / access,highway=residential,False,False,False,True
way,1238616092,,27.1074824,57.0874729,335.2,infrastructure_access,Infrastructure / access,highway=residential,False,False,False,True
way,1238616093,,27.1081384,57.0874606,306.2,infrastructure_access,Infrastructure / access,highway=service,False,False,False,True
way,1238616094,,27.1083176,57.0879649,350.1,infrastructure_access,Infrastructure / access,highway=service,False,False,False,True
way,1238618968,,27.1086554,57.0880597,354.3,infrastructure_access,Infrastructure / access,highway=service,False,False,False,True
way,1305134364,,27.1078555,57.0800732,452.8,infrastructure_access,Infrastructure / access,highway=residential,False,False,False,True
way,1305134365,,27.107635,57.0798805,477.9,infrastructure_access,Infrastructure / access,highway=residential,False,False,False,True
way,1420682883,,27.1033399,57.0836607,625.0,unknown,Unknown / unclassified,highway=construction,False,False,False,False
way,1484791923,,27.1094362,57.0832241,138.3,infrastructure_access,Infrastructure / access,barrier=wall,False,False,True,True
way,1484791924,,27.1089136,57.0855013,100.0,infrastructure_access,Infrastructure / access,barrier=wall,False,True,True,True
way,1484791925,,27.1093901,57.0849889,72.5,infrastructure_access,Infrastructure / access,barrier=wall,False,True,True,True
way,1484791926,,27.1100415,57.0850504,137.3,infrastructure_access,Infrastructure / access,barrier=wall,False,False,True,True
way,1484791927,,27.1095585,57.0848803,81.6,infrastructure_access,Infrastructure / access,barrier=wall,False,True,True,True
way,1484791928,,27.1098534,57.0847538,107.9,civilian_sensitive,Civilian sensitive,building=school; damage=destroyed; damage:event=Iran War 2026; damage:type=war,False,False,True,True
way,1484791929,Shajareh Tayyebeh girls' elementary school,27.1096232,57.0848795,88.0,civilian_sensitive,Civilian sensitive,amenity=school; education=school; name=Shajareh Tayyebeh girls' elementary school; name:ar=مدرسة شجرة طيبة الابتدائية للبنات,False,True,True,True
way,1484791930,,27.1098547,57.0852664,129.9,unknown,Unknown / unclassified,leisure=pitch; sport=soccer,False,False,True,True
way,1484791931,,27.1080172,57.0849313,108.6,unknown,Unknown / unclassified,leisure=pitch; sport=soccer,False,False,True,True
way,1484791932,,27.1074057,57.084327,168.2,infrastructure_access,Infrastructure / access,barrier=wall,False,False,True,True
way,1484791933,,27.10778,57.0840656,132.7,infrastructure_access,Infrastructure / access,barrier=wall,False,False,True,True
way,1484791934,,27.1066663,57.084442,249.7,infrastructure_access,Infrastructure / access,barrier=wall,False,False,True,True
way,1484791936,,27.1076998,57.0848721,139.9,unknown,Unknown / unclassified,building=yes; damage=significant; damage:event=Iran War 2026; damage:type=war,False,False,True,True
way,1484791937,,27.1073616,57.0842364,174.2,unknown,Unknown / unclassified,building=yes; damage=significant; damage:event=Iran War 2026; damage:type=war,False,False,True,True
way,1484791938,,27.1069772,57.0838716,223.7,unknown,Unknown / unclassified,building=yes; damage=significant; damage:event=Iran War 2026; damage:type=war,False,False,True,True
way,1484791939,,27.1070091,57.084243,213.0,unknown,Unknown / unclassified,building=yes; damage=significant; damage:event=Iran War 2026; damage:type=war,False,False,True,True
way,1484791940,,27.108417,57.0852539,93.4,unknown,Unknown / unclassified,building=yes; damage=destroyed; damage:event=Iran War 2026; damage:type=war,False,True,True,True
way,1484791941,,27.1091252,57.0854278,95.7,unknown,Unknown / unclassified,building=yes; damage=significant; damage:event=Iran War 2026; damage:type=war,False,True,True,True
way,1484791942,رسالت نهم,27.1096506,57.0841409,89.2,infrastructure_access,Infrastructure / access,access=private; highway=residential; name=رسالت نهم,False,True,True,True
way,1484791943,,27.107983,57.083761,126.0,unknown,Unknown / unclassified,building=yes; damage=significant; damage:event=Iran War 2026; damage:type=war,False,False,True,True
way,1484791944,,27.1081257,57.0834777,133.0,infrastructure_access,Infrastructure / access,barrier=wall,False,False,True,True
way,1484791945,,27.1077073,57.0833257,176.7,unknown,Unknown / unclassified,building=yes,False,False,True,True
way,1484791946,,27.1075463,57.0853903,176.0,infrastructure_access,Infrastructure / access,barrier=wall,False,False,True,True
way,1484791947,,27.1078992,57.0844097,112.8,infrastructure_access,Infrastructure / access,barrier=wall,False,False,True,True
way,1485178446,,27.1090381,57.0848702,40.1,unknown,Unknown / unclassified,building=yes,True,True,True,True
way,1485178447,,27.1094226,57.0843711,58.1,unknown,Unknown / unclassified,building=yes,False,True,True,True
way,1485178448,,27.1093715,57.0839348,75.2,unknown,Unknown / unclassified,building=yes,False,True,True,True
way,1485178449,,27.1082597,57.0853847,114.3,unknown,Unknown / unclassified,building=yes,False,False,True,True
way,1485178450,,27.1086838,57.0863287,183.6,unknown,Unknown / unclassified,building=yes,False,False,True,True
way,1485178451,,27.1083447,57.0861489,175.7,unknown,Unknown / unclassified,building=yes,False,False,True,True
way,1485178453,,27.1088653,57.08648,196.9,unknown,Unknown / unclassified,building=yes,False,False,True,True
way,1485178454,,27.1089247,57.086397,188.6,unknown,Unknown / unclassified,building=yes,False,False,True,True
way,1485178455,,27.1101181,57.0851867,150.8,unknown,Unknown / unclassified,building=yes,False,False,True,True
way,1485178456,,27.1095557,57.0837597,101.9,military_security,Military / security,building=yes; military=barracks,False,False,True,True
way,1485178457,,27.109425,57.083498,113.7,military_security,Military / security,building=yes; military=barracks,False,False,True,True
way,1485178458,,27.1091928,57.0833229,119.8,military_security,Military / security,building=yes; military=barracks,False,False,True,True
way,1485178459,,27.109114,57.0831374,135.9,unknown,Unknown / unclassified,building=yes,False,False,True,True
way,1485178460,,27.1089871,57.0831875,129.3,unknown,Unknown / unclassified,building=yes,False,False,True,True
way,1485178461,,27.109572,57.0835193,121.0,unknown,Unknown / unclassified,building=yes,False,False,True,True
way,1485178463,,27.1099321,57.0830024,186.0,military_security,Military / security,building=yes; military=barracks,False,False,True,True
way,1485178467,,27.1100864,57.0825071,235.9,military_security,Military / security,building=yes; military=barracks,False,False,True,True
way,1485767423,سید الشهدا-عاصف,27.1084172,57.0848414,65.0,military_security,Military / security,landuse=military; military=base; name=سید الشهدا-عاصف; name:en=Sayyid al-Shuhada-Asif,False,True,True,True
way,1485767424,,27.1092242,57.0838125,75.7,military_security,Military / security,building=yes; military=barracks,False,True,True,True
way,1485767425,,27.1075632,57.0844108,150.1,unknown,Unknown / unclassified,building=yes; damage=significant; damage:event=Iran War 2026; damage:type=war,False,False,True,True
way,1485767426,,27.1072464,57.0847577,187.0,unknown,Unknown / unclassified,building=yes; damage=significant; damage:event=Iran War 2026; damage:type=war,False,False,True,True
way,1485767427,,27.1073403,57.0851857,187.7,unknown,Unknown / unclassified,building=yes,False,False,True,True
way,1485767428,,27.1090492,57.0836296,86.7,military_security,Military / security,building=yes; military=barracks,False,True,True,True
way,1485767429,,27.1089081,57.0837922,69.2,military_security,Military / security,building=yes; military=barracks,False,True,True,True
way,1485768237,,27.1088316,57.0848558,37.1,infrastructure_access,Infrastructure / access,access=private; highway=service,True,True,True,True
way,1485768238,,27.1099972,57.08234,244.8,infrastructure_access,Infrastructure / access,access=private; highway=residential,False,False,True,True
way,1485768799,,27.1096518,57.0842286,86.3,unknown,Unknown / unclassified,building=yes,False,True,True,True
way,1485768800,,27.109286,57.08431,45.4,infrastructure_access,Infrastructure / access,barrier=wall,True,True,True,True
way,1485768801,,27.1095653,57.0843617,73.8,infrastructure_access,Infrastructure / access,barrier=wall,False,True,True,True
way,1485768802,,27.1094029,57.0845501,55.0,infrastructure_access,Infrastructure / access,barrier=fence,False,True,True,True
way,1485771694,,27.1068442,57.0841565,232.2,unknown,Unknown / unclassified,building=yes,False,False,True,True
way,1485771695,,27.1066873,57.0841182,250.1,unknown,Unknown / unclassified,building=yes,False,False,False,True
way,1485771696,,27.1065874,57.0842827,259.2,infrastructure_access,Infrastructure / access,highway=service; service=parking_aisle,False,False,False,True
way,1485771697,,27.1065659,57.0844418,260.9,infrastructure_access,Infrastructure / access,highway=service,False,False,False,True
way,1485771698,,27.1072084,57.0844985,189.4,infrastructure_access,Infrastructure / access,highway=service,False,False,True,True
way,1485771699,,27.106892,57.0847719,226.3,infrastructure_access,Infrastructure / access,highway=service,False,False,True,True
way,1485771700,,27.1074526,57.0848376,165.8,infrastructure_access,Infrastructure / access,highway=service,False,False,True,True
way,1485771702,,27.1068947,57.0840188,229.1,infrastructure_access,Infrastructure / access,barrier=fence,False,False,True,True
way,1485773069,,27.1097033,57.08521,113.2,unknown,Unknown / unclassified,highway=path,False,False,True,True
way,1485773070,,27.1094496,57.0860505,165.5,unknown,Unknown / unclassified,building=yes,False,False,True,True
way,1485773071,,27.1088644,57.0868163,230.2,infrastructure_access,Infrastructure / access,building=yes; man_made=tower; tower:type=watchtower,False,False,True,True
way,1485773072,,27.1075178,57.0855367,186.3,unknown,Unknown / unclassified,building=yes,False,False,True,True
way,1485773073,,27.1073458,57.0852802,190.8,unknown,Unknown / unclassified,highway=path,False,False,True,True
way,1485773074,,27.1071297,57.0851566,208.8,unknown,Unknown / unclassified,building=yes,False,False,True,True
way,1485773075,,27.1074075,57.0846469,167.9,unknown,Unknown / unclassified,building=yes,False,False,True,True
way,1485773076,,27.10743,57.0844611,164.8,unknown,Unknown / unclassified,building=yes,False,False,True,True
way,1485773077,,27.106439,57.0846416,275.3,infrastructure_access,Infrastructure / access,highway=service; service=parking_aisle,False,False,False,True
way,1485773078,,27.1073014,57.0854667,203.4,infrastructure_access,Infrastructure / access,highway=service; oneway=yes; service=parking_aisle,False,False,True,True
way,1485773079,,27.1088754,57.0854128,91.3,infrastructure_access,Infrastructure / access,access=private; highway=service; service=parking_aisle,False,True,True,True
way,1485773080,,27.1087823,57.0854312,94.1,infrastructure_access,Infrastructure / access,access=private; highway=service; service=parking_aisle,False,True,True,True
way,1485773081,,27.1080192,57.0839687,111.9,infrastructure_access,Infrastructure / access,access=private; highway=service; service=parking_aisle,False,False,True,True
way,1485773082,,27.1074872,57.0836047,181.1,infrastructure_access,Infrastructure / access,access=private; highway=service; service=parking_aisle,False,False,True,True
way,1485773083,,27.1064417,57.0845365,274.7,infrastructure_access,Infrastructure / access,highway=service,False,False,False,True
way,1485773084,,27.1072134,57.0840434,193.9,infrastructure_access,Infrastructure / access,highway=service; service=parking_aisle,False,False,True,True
way,1485774434,,27.1086796,57.0847621,37.2,unknown,Unknown / unclassified,building=yes,True,True,True,True
way,1485774435,,27.1086394,57.0847229,37.9,unknown,Unknown / unclassified,building=yes,True,True,True,True
way,1485774547,,27.1083589,57.0852604,97.8,unknown,Unknown / unclassified,highway=path,False,True,True,True
way,1485797293,,27.1069022,57.0850876,231.1,infrastructure_access,Infrastructure / access,highway=service; oneway=yes; service=parking_aisle,False,False,True,True
way,1485797294,,27.107921,57.0860356,188.4,infrastructure_access,Infrastructure / access,highway=service; service=parking_aisle,False,False,True,True
way,1485797295,,27.1074702,57.0856867,199.2,infrastructure_access,Infrastructure / access,highway=service,False,False,True,True
way,1485797296,,27.1077208,57.0841683,136.2,infrastructure_access,Infrastructure / access,barrier=wall,False,False,True,True
way,1485797297,,27.1078105,57.0841878,126.1,infrastructure_access,Infrastructure / access,access=private; highway=service,False,False,True,True
way,1485797298,,27.107892,57.0842681,115.5,infrastructure_access,Infrastructure / access,access=private; highway=service,False,False,True,True
way,1485797299,,27.1083081,57.0864701,207.0,infrastructure_access,Infrastructure / access,highway=service,False,False,True,True
way,1485797300,,27.1073352,57.0845678,175.4,infrastructure_access,Infrastructure / access,barrier=wall,False,False,True,True
way,1485797301,,27.1073461,57.0846628,174.9,infrastructure_access,Infrastructure / access,barrier=wall,False,False,True,True
way,1485797302,,27.1070553,57.0836786,221.5,unknown,Unknown / unclassified,building=yes,False,False,True,True
way,1485797303,مجتمع فرهنگی سیدالشهدا سپاه,27.1070474,57.084327,207.9,civilian_general,Civilian general,landuse=commercial; name=مجتمع فرهنگی سیدالشهدا سپاه; name:en=Sayyid al-Shuhada Cultural Complex,False,False,True,True
way,1485797304,,27.1079514,57.0847201,109.1,unknown,Unknown / unclassified,leisure=pitch; sport=beachvolleyball; surface=sand,False,False,True,True
way,1485797305,,27.107858,57.0847218,119.3,unknown,Unknown / unclassified,building=yes,False,False,True,True
way,1485797306,,27.1080218,57.0848529,105.2,unknown,Unknown / unclassified,highway=path,False,False,True,True
way,1485797307,,27.1083678,57.0850654,83.0,unknown,Unknown / unclassified,highway=path,False,True,True,True
way,1485797308,,27.1078843,57.08471,116.2,infrastructure_access,Infrastructure / access,access=private; highway=service,False,False,True,True
way,1485797309,,27.1082653,57.0845942,72.6,infrastructure_access,Infrastructure / access,access=private; highway=service,False,True,True,True
way,1485797310,,27.1084474,57.0863591,191.9,unknown,Unknown / unclassified,building=yes,False,False,True,True
way,1485797311,,27.109021,57.0848328,35.9,infrastructure_access,Infrastructure / access,access=private; highway=service,True,True,True,True
way,1485797312,,27.1076997,57.0829727,201.9,infrastructure_access,Infrastructure / access,highway=service,False,False,True,True
way,1485797313,,27.1098163,57.0843548,101.5,infrastructure_access,Infrastructure / access,barrier=fence,False,False,True,True
way,1485797314,,27.1099322,57.0835511,146.8,unknown,Unknown / unclassified,building=yes,False,False,True,True
way,1485797315,,27.1098375,57.0834644,144.7,infrastructure_access,Infrastructure / access,access=private; highway=residential,False,False,True,True
way,1485797316,,27.110124,57.0835178,165.7,infrastructure_access,Infrastructure / access,access=private; highway=residential,False,False,True,True
way,1485855964,,27.1075366,57.0828679,221.8,infrastructure_access,Infrastructure / access,building=yes; man_made=tower; tower:type=watchtower,False,False,True,True
